,제목,별점,사람,기타정보,상영시간
41966,,0,0,[],
41968,행복배달부 팻아저씨,3.3,806,['2014 ・ 가족 ・ 영국 ・ 미국'],
41969,지미스 홀,3.5,"3,123",['2014 ・ 드라마 ・ 영국 ・ 아일랜드 ・ 프랑스'],
41970,넥스트 제네레이션 패트레이버 2,2.6,328,['2014 ・ 액션 ・ 일본'],
41972,맵 투 더 스타,3.1,"3,413",['2014 ・ 미스터리 ・ 캐나다 ・ 독일 ・ 프랑스 ・ 미국'],
41976,데빌스 노트,2.7,"1,963",['2013 ・ 범죄 ・ 미국'],
41981,에어리언 플레닛,2.1,46,['2011 ・ SF ・ 미국'],1시간 28분
41983,사울과 다윗,3.3,15,['1964 ・ 전쟁 ・ 스페인 ・ 이탈리아'],1시간 52분
41984,땡스 포 쉐어링,3.2,"6,767",['2012 ・ 로맨틱코미디 ・ 미국'],
41985,크루키드 맨,3.4,9,['1970 ・ 코미디 ・ 미국'],2시간 6분
41986,성 메리 성당의 종,3.3,61,['1945 ・ 코미디 ・ 미국'],2시간 6분
41987,텔아비브의 여름,2.5,29,['2013 ・ 드라마 ・ 이스라엘'],1시간 22분
41988,The Honey Pot,0,0,['1967 ・ 스릴러 ・ 미국'],2시간 5분
41989,,0,0,[],
41990,모스끼따와 마리,3.2,16,['2011 ・ 드라마 ・ 미국'],1시간 25분
41996,,0,0,[],
42002,페이튼 플레이스,3.2,10,['1957 ・ 로맨스 ・ 미국'],2시간 42분
42003,,0,0,[],
42010,이반 선 오브 아미르,0,0,['2013 ・ 벨라루스 ・ 러시아'],1시간 56분
42012,인디그나도스,4.2,3,['2012 ・ 다큐멘터리 ・ 프랑스'],1시간 28분
42015,,0,0,[],
42017,더 퍼셉션 오브 무빙 타겟,0,0,['2012 ・ 드라마 ・ 미국'],1시간 21분
42018,,0,0,[],
42019,로스트 걸,0,0,['2009 ・ 드라마 ・ 일본'],1시간 3분
42020,리틀 걸 로스트,0,0,['2008 ・ 드라마 ・ 캐나다 ・ 미국'],
42022,리틀 걸 로스트,0,0,['2008 ・ 드라마 ・ 캐나다 ・ 미국'],
42027,,0,0,[],
42031,디지몬 세이버즈 3D 디지털 월드 위기일발!,1.8,3,['2006 ・ 애니메이션 ・ 일본'],7분
42034,리브 오브 어 벵골 랜서,2.8,6,['1935 ・ 미국'],1시간 49분
42038,아나타한,3.6,16,['1953 ・ 전쟁 ・ 일본'],1시간 32분
42039,집으로 간다,2.9,60,['2014 ・ 드라마 ・ 일본'],
42043,푸드 가이드 투 러브,3.0,55,['2013 ・ 드라마 ・ 스페인'],1시간 31분
42050,베아트리스의 전쟁,3.5,1,['2013 ・ 전쟁'],1시간 40분
42051,마크 롬바디 - 데스 디파잉 액츠 오브 아트 앤드 콘스피러시,0,0,['2012 ・ 다큐멘터리 ・ 독일 ・ 미국'],1시간 24분
42052,최후의 명령,4.0,76,['1928 ・ 로맨스 ・ 미국'],1시간 28분
42053,핏방울,0,0,['1996 ・ 드라마 ・ 프랑스 ・ 포르투갈'],1시간 30분
42058,악마는 여자다,3.5,21,['1935 ・ 로맨틱코미디 ・ 미국'],1시간 19분
42059,바이 바이 브라질,4.0,10,['1980 ・ 드라마 ・ 브라질 ・ 아르헨티나 ・ 프랑스'],1시간 40분
42061,데지레,3.9,12,['1954 ・ 로맨스 ・ 미국'],1시간 50분
42065,드미트리우스와 검투사들,3.1,17,['1954 ・ 액션 ・ 미국'],1시간 41분
42073,스피드,2.1,444,['2014 ・ 드라마 ・ 한국'],
42076,,0,0,[],
42078,우리 사랑하는 동안,3.3,"6,404",['2012 ・ 드라마 ・ 미국'],
42081,하이브리드: 옥수수를 향한 한 남자의 열정,0,0,['2002 ・ 다큐멘터리 ・ 미국'],1시간 33분
42082,이브의 유혹,1.9,352,['2007 ・ 스릴러 ・ 한국'],
42083,끝없는 사랑,0,0,['1990 ・ 캐나다 ・ 국가불명'],
42087,용주골,1.6,148,['2015 ・ 성인 ・ 한국'],1시간 34분
42091,,0,0,[],
42092,,0,0,[],
42097,우리가족,3.2,356,['2013 ・ 다큐멘터리 ・ 한국'],
42098,라라피포,2.7,"1,995",['2008 ・ 코미디 ・ 일본'],
42104,크라이 투마로우,3.6,12,['1955 ・ 미국'],1시간 57분
42108,,0,0,[],
42109,레슬매니악,2.0,45,['2006 ・ 액션 ・ 미국'],1시간 15분
42110,,0,0,[],
42113,,0,0,[],
42115,사랑한 이후 2,0,0,['2015 ・ 코미디 ・ 인도'],2시간 17분
42116,아실,1.0,1,['2012 ・ 드라마 ・ 오만'],1시간 18분
42118,,0,0,[],
42122,블라인드 인터섹션,3.3,22,['2012 ・ 드라마 ・ 레바논'],
42128,스폰지밥3D,3.1,1만,['2015 ・ 애니메이션 ・ 미국 ・ 한국'],
42131,,0,0,[],
42137,,0,0,[],
42139,모세와 아론,3.8,20,['1974 ・ 독일 ・ 이탈리아 ・ 프랑스 ・ 오스트리아 ・ 독일(구 서독)'],
42145,몽둥이의 슬픔,3.3,15,['1994 ・ 일본'],2시간 00분
42147,,0,0,[],
42152,인 더 쉐도우 오브 더 호스,3.2,21,['2012 ・ 드라마 ・ 슬로바키아 ・ 폴란드 ・ 체코'],1시간 46분
42163,,0,0,[],
42164,,0,0,[],
42165,둠스데이 지구 최후의 날,2.7,835,['2011 ・ 재난 ・ 캐나다'],1시간 33분
42166,소원을 말해봐,2.2,"1,065",['2010 ・ 공포 ・ 한국'],59분
42167,,0,0,[],
42168,해바라기,3.5,1,['2013 ・ 애니메이션 ・ 한국'],15분
42169,,0,0,[],
42179,은술잔,2.4,10,['1954 ・ 로맨스 ・ 미국'],2시간 22분
42181,로베르토의 특별한 일주일,3.5,247,['2011 ・ 코미디 ・ 아르헨티나 ・ 스페인'],
42190,내 남자 사용법 2,2.8,450,['2014 ・ 로맨스 ・ 미국'],1시간 46분
42199,빅 리스크,3.6,38,['1960 ・ 이탈리아 ・ 프랑스'],
42201,,0,0,[],
42202,벵상 프란시스 그리고 폴,3.9,10,['1974 ・ 이탈리아 ・ 프랑스'],
42206,라이크 네버 비포,4.5,1,['2013 ・ 드라마 ・ 슬로바키아 ・ 체코'],1시간 33분
42208,,0,0,[],
42210,극장판 꽃이 피는 첫걸음 : 홈 스위트 홈,3.6,"1,384",['2013 ・ 애니메이션 ・ 일본'],1시간 7분
42213,,0,0,[],
42214,애프터 어스,2.7,7만,['2013 ・ 액션 ・ 미국'],
42230,크래쉬 랜딩,0.8,2,['2005 ・ 재난 ・ 캐나다'],1시간 39분
42231,피터 래빗,3.4,"9,605",['2018 ・ 애니메이션 ・ 미국 ・ 호주'],
42233,,0,0,[],
42234,,0,0,[],
42235,하이에라키 오브 걸즈: 어 걸 앳 더 바텀,0,0,['2016 ・ 일본'],1시간 12분
42236,도둑들 영화를 만들다,3.7,1만,['2012 ・ 다큐멘터리 ・ 한국'],
42240,공각기동대 어라이즈 보더 3—고스트 티어즈,3.4,"1,107",['2014 ・ 애니메이션 ・ 일본'],58분
42241,매직 인 더 문라이트,3.2,5만,['2014 ・ 로맨스 ・ 미국 ・ 프랑스'],
42247,아리안즈 스레드,4.0,2,['2014 ・ 드라마 ・ 프랑스'],1시간 32분
42249,미교소녀,2.6,26,['2014 ・ 드라마 ・ 홍콩'],
42250,Humshakals,0.8,2,['2014 ・ 코미디 ・ 인도'],2시간 39분
42252,비긴 어게인,4.1,143만,['2013 ・ 코미디 ・ 미국'],
42255,라스트 패신저,2.6,484,['2013 ・ 액션 ・ 영국'],1시간 36분
42259,,0,0,[],
42261,잠자는 숲속의 미녀와 야수,2.9,753,['2014 ・ 판타지 ・ 미국'],
42263,헝거게임: 캣칭 파이어,3.9,50만,['2013 ・ 액션 ・ 미국'],
42264,정사 : 결혼 말고 연애,1.7,78,['2016 ・ 성인 ・ 한국'],1시간 49분
42265,,0,0,[],
42266,,0,0,[],
42267,유고와 라라 : 신비의 숲 어드벤처,2.7,57,['2014 ・ 판타지 ・ 중국'],
42269,익스펜더블 3,3.2,2만,['2014 ・ 액션 ・ 미국 ・ 프랑스 ・ 독일 ・ 불가리아'],
42271,어레스트미,2.8,104,['2014 ・ 스릴러 ・ 프랑스'],1시간 39분
42272,극장판 포켓몬스터AG-아름다운 소원의 별 지라치,3.2,"1,765",['2004 ・ 애니메이션 ・ 일본 ・ 미국'],1시간 20분
42278,미세스 브라운스 보이스 디 무비,3.0,3,['2014 ・ 코미디 ・ 아일랜드 ・ 영국'],1시간 34분
42280,우리는 거의 친구가 되었다,1.7,5,['2014 ・ 코미디 ・ 프랑스'],1시간 30분
42281,Divorce French Style,0,0,['2014 ・ 로맨스 ・ 프랑스'],1시간 20분
42285,마다가스카의 펭귄들: 블로우홀 박사의 복수,3.7,412,['2010 ・ 애니메이션'],
42289,원 컷 - 어느 친절한 살인자의 기록,2.1,788,['2014 ・ 미스터리 ・ 일본 ・ 한국'],1시간 26분
42294,테일즈 오브 언 에이션트 엠파이어,1.6,4,['2010 ・ 액션 ・ 미국'],1시간 26분
42299,애프터 쇼크,2.5,"1,138",['2012 ・ 액션 ・ 미국 ・ 칠레'],
42301,,0,0,[],
42303,비정상회담,2.5,2,['2018 ・ 드라마 ・ 한국'],21분
42305,다큐멘터리 오브 AKB48: 더 타임 해즈 컴,3.1,19,['2014 ・ 다큐멘터리 ・ 일본'],
42307,미스테리 예고살인,1.7,52,['2011 ・ 스릴러 ・ 미국'],1시간 34분
42312,유혹,1.1,70,['2016 ・ 드라마 ・ 한국'],
42314,,0,0,[],
42324,늑대인간: 더 오리지널,2.9,869,['2013 ・ 액션 ・ 남아프리카 공화국 ・ 미국'],
42331,"사랑하니까, 괜찮아",2.0,906,['2006 ・ 드라마 ・ 한국'],
42332,컬러풀 웨딩즈,3.5,3만,['2014 ・ 코미디 ・ 프랑스'],
42335,오럴 픽세이션,1.5,1,['2009 ・ 스릴러 ・ 미국'],1시간 20분
42336,,0,0,[],
42339,신의 카르테 2,3.6,419,['2014 ・ 드라마 ・ 일본'],1시간 56분
42340,마더 데레사의 편지,2.9,419,['2014 ・ 드라마 ・ 미국'],1시간 54분
42341,킹스맨 : 시크릿 에이전트,4.1,80만,['2014 ・ 액션 ・ 영국 ・ 미국'],
42345,뮤츠! 나는 여기에 있다,3.1,40,['1999 ・ 애니메이션 ・ 일본'],1시간 00분
42346,포켓몬스터 어드밴스제네레이션 열공의 방문자 테오키스,3.1,"1,330",['2004 ・ 애니메이션 ・ 일본'],1시간 40분
42348,극장판 포켓몬스터AG-뮤와 파동의 용사 루카리오,3.4,"2,037",['2005 ・ 판타지 ・ 일본 ・ 미국'],1시간 42분
42360,혈투: 그라운드의 약속,1.3,3,['2013 ・ 범죄 ・ 일본'],
42367,팅커 벨 2: 팅커벨과 잃어버린 보물,3.6,"2,752",['2009 ・ 판타지 ・ 미국'],1시간 21분
42370,,0,0,[],
42375,넥스트 제네레이션 패트레이버 3,2.7,261,['2014 ・ 액션 ・ 일본'],
42379,SAS 미 대사 구출작전,2.9,101,['2011 ・ 액션 ・ 영국'],
42384,트리뷰트,2.9,55,['2009 ・ 로맨스 ・ 미국'],
42388,피니와 퍼브,3.9,415,['2007 ・ 애니메이션 ・ 미국'],30분
42390,극장판 짱구는 못말려 1기: 액션가면 VS 그래그래 마왕,3.6,5만,['1993 ・ 애니메이션 ・ 일본'],
42399,프랭클린의 새 학기,3.3,117,['2003 ・ 애니메이션 ・ 캐나다'],
42402,해밀턴,2.8,"2,364",['2012 ・ 액션 ・ 스웨덴'],1시간 49분
42416,,0,0,[],
42417,,0,0,[],
42418,삼국지,3.4,11,['1990 ・ 중국'],2시간 30분
42419,마술피리,3.2,88,['2014 ・ 음악 ・ 독일'],2시간 30분
42424,,0,0,[],
42425,트레져 아일랜드,3.0,159,['2012 ・ 액션 ・ 아일랜드 ・ 영국'],2시간 8분
42440,,0,0,[],
42441,타워블록,2.6,674,['2012 ・ 스릴러 ・ 영국'],
42442,로스트리전: 로마군단의 반란,1.5,24,['2014 ・ 시대극 ・ 체코 ・ 캐나다'],
42443,막부고교생,2.3,538,['2014 ・ 액션 ・ 일본'],1시간 48분
42448,춤추는 개 : 펏지,2.5,98,['2014 ・ 코미디 ・ 영국'],1시간 38분
42449,르 프란시스,0,0,['2014 ・ 코미디 ・ 프랑스'],1시간 25분
42451,너무 사랑한 남자,2.1,10,['2014 ・ 드라마 ・ 프랑스'],1시간 56분
42457,러브 드라이브,2.6,16,['2011 ・ 드라마 ・ 미국'],1시간 45분
42464,마법천자문 - 대마왕의 부활을 막아라,3.0,214,['2010 ・ 애니메이션 ・ 한국'],
42469,제임스 브라운,3.3,366,['2014 ・ 드라마 ・ 미국'],2시간 18분
42474,,0,0,[],
42479,나를 찾아줘,3.9,26만,['2014 ・ 드라마 ・ 미국'],
42483,메이즈 러너,3.8,55만,['2014 ・ 액션 ・ 미국 ・ 영국'],
42484,청춘꽃매,0,0,['2016 ・ 한국'],15분
42486,,0,0,[],
42487,애프터 파티,2.3,548,['2013 ・ 공포 ・ 스페인'],1시간 19분
42488,엑스터시 나이트,2.1,447,['2014 ・ 공포 ・ 미국'],
42496,점심시간 1분 30초 전,2.8,2,['2008 ・ 애니메이션 ・ 한국'],4분
42498,인샬라,3.5,117,['2012 ・ 드라마 ・ 캐나다 ・ 프랑스'],
42502,"연애의 발동 : 상해 여자, 부산 남자",2.1,150,['2014 ・ 로맨스 ・ 중국 ・ 한국'],
42503,,0,0,[],
42507,우주형제#0,3.6,740,['2014 ・ 애니메이션 ・ 일본'],
42508,로맨틱 레시피,3.5,"5,338",['2014 ・ 드라마 ・ 미국'],
42512,적과의 허니문,1.3,6,['2015 ・ 코미디 ・ 중국'],1시간 37분
42526,브레이킹,2.2,112,['2013 ・ 공포 ・ 미국'],
42532,우리 가족은 왜 이래!,3.9,4,['2012 ・ 다큐멘터리 ・ 이스라엘'],1시간 27분
42534,정글히어로,2.4,25,['2014 ・ 애니메이션 ・ 한국'],1시간 22분
42540,꾸뻬씨의 행복여행,3.6,13만,['2014 ・ 모험 ・ 독일 ・ 캐나다 ・ 영국 ・ 남아프리카 공화국 ・ 미국'],
42545,,0,0,[],
42554,불량경찰3: 부정부패 소탕작전,1.8,2,['2005 ・ 범죄 ・ 스페인'],
42556,,0,0,[],
42559,드라큘라: 전설의 시작,3.1,6만,['2014 ・ 판타지 ・ 미국'],
42560,"극장판 파워레인저 다이노포스 VS 고버스터즈 공룡 대결전! ~안녕, 영원한 친구여~",2.7,707,['2014 ・ 액션 ・ 일본'],1시간 00분
42561,식녀- 쿠이메-,2.8,83,['2014 ・ 공포 ・ 일본'],1시간 34분
42562,SMS,0,0,['2014 ・ 코미디 ・ 프랑스'],1시간 24분
42563,싸우는 사람들,3.1,30,['2014 ・ 코미디 ・ 프랑스'],1시간 38분
42564,연성세대,3.0,1,['2000 ・ 홍콩'],
42565,카타콤:금지된구역,3.1,"3,083",['2014 ・ 공포 ・ 미국'],1시간 33분
42566,왓 이프,3.4,3만,['2013 ・ 코미디 ・ 아일랜드 ・ 캐나다'],
42567,,0,0,[],
42571,터미네이터 제니시스,3.4,19만,['2015 ・ SF ・ 미국'],
42573,너스 3D,2.0,"1,078",['2012 ・ 공포 ・ 미국'],
42575,,0,0,[],
42577,마미,3.8,8만,['2014 ・ 드라마 ・ 프랑스 ・ 캐나다'],2시간 18분
42579,내 남자,2.6,"1,484",['2013 ・ 드라마 ・ 일본'],
42586,인 더 블러드,3.0,848,['2014 ・ 액션 ・ 영국 ・ 푸에르토리코 ・ 미국'],
42587,나인뮤지스: 그녀들의 서바이벌,2.9,396,['2012 ・ 다큐멘터리 ・ 한국'],1시간 22분
42589,일 트로바토레,3.8,16,['2013 ・ 드라마 ・ 독일'],2시간 25분
42590,루팡 3세,2.5,"1,158",['2014 ・ 액션 ・ 일본'],
42591,남자의 시대,2.0,3,['2007 ・ 프랑스'],1시간 28분
42595,인 더 히어로,2.8,39,['2014 ・ 드라마 ・ 일본'],2시간 4분
42596,공포재선,1.7,5,['2013 ・ 공포 ・ 중국'],1시간 35분
42599,아틀란틱 림,2.1,668,['2013 ・ SF ・ 미국'],
42600,,0,0,[],
42603,,0,0,[],
42607,더 드롭,3.4,"2,823",['2014 ・ 드라마 ・ 미국'],1시간 46분
42610,엘리아스 : 바다의 보물을 찾아라!,2.5,34,['2010 ・ 애니메이션 ・ 노르웨이'],
42612,자헤드 2 : 필드 오브 파이어,2.9,233,['2014 ・ 액션 ・ 미국'],1시간 43분
42613,섬머 인 페브러리,2.5,116,['2013 ・ 로맨스 ・ 영국'],1시간 40분
42616,낙스:마약전쟁,1.6,20,['2011 ・ 액션 ・ 미국'],1시간 34분
42618,퍼즐,2.4,"1,618",['2014 ・ 미스터리 ・ 일본'],
42626,마이코는 레이디,2.6,41,['2014 ・ 코미디 ・ 일본'],
42632,황구,2.0,87,['2014 ・ 코미디 ・ 한국'],
42634,비밀의 문,3.4,68,['1948 ・ 범죄 ・ 미국'],1시간 39분
42639,헨젤과 그레텔 2014,2.6,"1,234",['2013 ・ 공포 ・ 미국'],
42647,트라이브,3.3,"5,423",['2014 ・ 범죄 ・ 우크라이나 ・ 네덜란드'],
42648,리바이어던,3.7,"7,377",['2014 ・ 드라마 ・ 러시아'],
42651,타임 투 러브,2.8,"6,805",['2014 ・ 로맨틱코미디 ・ 미국'],
42655,한강블루스,2.4,227,['2016 ・ 드라마 ・ 한국'],
42665,지구에서의 2만일,3.3,37,['2014 ・ 다큐멘터리 ・ 영국'],1시간 37분
42667,Le soldat et les trois sœurs,0,0,['1972'],
42668,원라인,3.3,7만,['2016 ・ 드라마 ・ 한국'],
42669,,0,0,[],
42670,교수와 여제자3,2.8,68,['2014 ・ 로맨틱코미디 ・ 캐나다'],
42674,,0,0,[],
42677,네이든,3.5,"9,016",['2014 ・ 코미디 ・ 영국'],
42683,부재,2.9,8,['2017 ・ 드라마 ・ 멕시코'],17분
42684,I nostri ragazzi,0,0,['2014'],1시간 32분
42689,변신,2.6,50,['2014 ・ 드라마 ・ 프랑스'],1시간 42분
42697,언어와의 작별,3.5,637,['2014 ・ 드라마 ・ 스위스 ・ 프랑스'],1시간 10분
42700,클라우즈 오브 실스마리아,3.7,2만,['2014 ・ 드라마 ・ 프랑스 ・ 독일 ・ 스위스'],
42702,더 원더스,3.5,134,['2014 ・ 드라마 ・ 이탈리아 ・ 스위스 ・ 독일'],1시간 50분
42712,바운티 킬러,2.6,266,['2013 ・ SF ・ 미국'],
42713,신코 드 마요: 더 배틀,3.5,11,['2013 ・ 전쟁 ・ 멕시코'],2시간 5분
42715,울브스,2.0,"2,500",['2014 ・ 액션 ・ 미국 ・ 프랑스 ・ 캐나다'],
42724,두더지 둔덕,1.7,3,['2014 ・ 폴란드'],21분
42748,사이코메트리,2.8,6만,['2013 ・ 미스터리 ・ 한국'],
42749,연쇄 살인자의 일기,3.0,78,['2014 ・ 공포 ・ 프랑스'],
42751,오로라,3.5,17,['2014 ・ 칠레'],1시간 23분
42762,,0,0,[],
42763,그림자,3.3,17,['2014 ・ 캐나다'],1시간 28분
42766,보스,3.6,129,['2014 ・ 범죄 ・ 아르헨티나 ・ 베네수엘라'],
42778,해피 홀리데이,3.2,"5,296",['2014 ・ 코미디 ・ 영국'],
42779,나의 스타가 우리 집에 찾아왔다,2.8,733,['2014 ・ 코미디 ・ 프랑스'],
42780,브레브 드 꽁뜨와,3.0,1,['2014'],1시간 40분
42782,내 동생의 자취,3.3,24,['2014 ・ 독일'],1시간 28분
42792,,0,0,[],
42807,,0,0,[],
42810,하나다마 팬텀,0,0,['2015 ・ 일본'],1시간 23분
42813,,0,0,[],
42817,하이더,3.4,42,['2014 ・ 가족 ・ 인도'],2시간 4분
42820,온순한 여인,3.0,17,['2014 ・ 드라마 ・ 베트남 ・ 미국'],1시간 40분
42822,순탈리,2.8,18,['2014 ・ 드라마 ・ 네팔'],1시간 50분
42824,친구2,2.9,19만,['2013 ・ 드라마 ・ 한국'],
42828,도쿄 트라이브,2.7,"3,580",['2014 ・ 액션 ・ 일본'],
42829,W,1.9,14,['2014 ・ 태국'],2시간 10분
42830,블랙버드,2.8,735,['2016 ・ 로맨스 ・ 영국 ・ 캐나다 ・ 미국'],
42836,너를 위한 마르가리타,3.5,345,['2014 ・ 드라마 ・ 인도'],1시간 40분
42847,자히르,2.9,24,['2013 ・ 드라마 ・ 인도'],1시간 41분
42849,나이트 폴,2.9,"1,772",['2012 ・ 스릴러 ・ 홍콩 ・ 중국'],
42850,공범,3.6,59,['2014 ・ 스릴러 ・ 대만'],1시간 29분
42852,딸과 엄마,3.0,10,['2014 ・ 이란'],1시간 10분
42854,딸,3.4,75,['2014 ・ 드라마 ・ 파키스탄 ・ 노르웨이 ・ 미국'],
42863,,0,0,[],
42875,살,3.3,100,['2014 ・ 한국'],14분
42884,19:19,2.8,23,['2014 ・ 한국'],15분
42886,소녀들,3.6,42,['2014 ・ 한국'],27분
42893,경계,2.8,90,['2014 ・ 다큐멘터리 ・ 싱가포르 ・ 인도네시아 ・ 한국'],
42900,우리가 우방입니다,3.5,27,['2013 ・ 다큐멘터리 ・ 오스트리아 ・ 프랑스'],1시간 50분
42908,돈바스: 최후의 결전,3.9,75,['2019 ・ 액션 ・ 우크라이나'],
42911,난 지구 반대편 나라로 가버릴테야,3.0,896,['2014 ・ 코미디 ・ 미국'],
42913,모두의 천사 가디,3.5,265,['2013 ・ 코미디 ・ 레바논'],
42919,마법 소녀 리리컬 나노하 극장판 2nd A 's,3.6,90,['2012 ・ 애니메이션 ・ 일본'],2시간 30분
42923,13,3.0,48,['2014 ・ 이란'],1시간 34분
42931,스타,2.5,2,['2014 ・ 말레이시아'],19분
42935,바다의 노래:벤과 셀키요정의 비밀,3.8,"3,244",['2014 ・ 판타지 ・ 룩셈부르크 ・ 덴마크 ・ 아일랜드 ・ 벨기에 ・ 프랑스'],
42939,에밀은 사고뭉치,2.7,7,['2013 ・ 애니메이션 ・ 스웨덴'],1시간 2분
42943,,0,0,[],
42945,뱅뱅,3.3,83,['2014 ・ 액션 ・ 인도'],
42947,사무라이 크로니클,3.1,21,['2014 ・ 드라마 ・ 일본'],2시간 9분
42949,Long Long Time Ago 2,0,0,['2016 ・ 드라마 ・ 싱가포르'],2시간 1분
42950,절청풍운 3,3.3,16,['2014 ・ 범죄 ・ 중국 ・ 홍콩'],2시간 11분
42955,,0,0,[],
42956,웜우드 : 분노의 좀비 도로,2.9,"2,014",['2014 ・ 액션 ・ 호주'],1시간 39분
42957,팔로우,2.9,1만,['2014 ・ 공포 ・ 미국'],
42958,더 커널,2.7,"1,760",['2014 ・ 공포 ・ 아일랜드'],
42961,오토나 드롭,3.2,147,['2013 ・ 코미디 ・ 일본'],1시간 59분
42962,,0,0,[],
42964,인사이드 잡,3.7,2만,['2010 ・ 다큐멘터리 ・ 미국'],
42965,블랙 앤 화이트,3.0,10,['2010 ・ 드라마 ・ 터키'],1시간 30분
42966,Sarki Soyleyen Kadinlar,0,0,['2013'],2시간 1분
42971,다이노 슈퍼게이터,2.3,73,['2010 ・ 공포 ・ 미국'],
42973,히치하이크,0.9,39,['2012 ・ 성인 ・ 일본'],1시간 10분
42978,극장판 포켓몬스터XY-파괴의 포켓몬과 디안시,3.5,"2,651",['2014 ・ 애니메이션 ・ 일본'],
42980,토미웅거러 스토리,3.9,143,['2012 ・ 다큐멘터리 ・ 미국'],
42981,달사람,3.7,"1,625",['2012 ・ SF ・ 프랑스 ・ 독일 ・ 아일랜드'],1시간 35분
42988,라이어 게임 -재생-,3.0,"3,337",['2012 ・ 스릴러 ・ 일본'],2시간 11분
42990,마놀로와 마법의 책,3.5,"1,831",['2014 ・ 애니메이션 ・ 미국'],
42994,원 디렉션: 웨어 위 아 - 더 콘서트 필름,3.0,880,['2014 ・ 음악 ・ 영국'],1시간 15분
42998,Happiness Charge Pretty Cure!: Ballerina of the Doll Kingdom,4.0,1,['2014'],1시간 11분
43000,,0,0,[],
43001,파노라마,3.7,6,['2013 ・ 애니메이션 ・ 한국'],15분
43002,그 책,2.7,20,['2017 ・ 한국'],18분
43003,,0,0,[],
43005,엄마 기생,0,0,['1968 ・ 한국'],
43006,,0,0,[],
43007,고도경혼 2,0,0,['2013 ・ 공포 ・ 중국'],1시간 30분
43008,,0,0,[],
43009,,0,0,[],
43010,,0,0,[],
43014,,0,0,[],
43015,,0,0,[],
43016,,0,0,[],
43017,,0,0,[],
43018,,0,0,[],
43019,,0,0,[],
43020,미스터 부 4 - 마등보표,3.7,11,['1981 ・ 코미디 ・ 홍콩'],
43021,,0,0,[],
43022,,0,0,[],
43023,국가대표2,3.2,4만,['2016 ・ 드라마 ・ 한국'],
43024,,0,0,[],
43039,고양이 사무라이,2.9,"5,649",['2013 ・ 시대극 ・ 일본'],
43043,미생 프리퀄,3.1,"3,710",['2013 ・ 드라마 ・ 한국'],1시간 00분
43044,,0,0,[],
43045,환타스틱 모던가야그머,2.7,229,['2011 ・ 다큐멘터리 ・ 한국'],
43046,천사의 눈물,3.0,1,['1970 ・ 한국'],1시간 40분
43048,위자,2.2,"4,411",['2014 ・ 공포 ・ 미국'],
43053,가족의 비밀,1.9,8,['2016 ・ 드라마 ・ 에스토니아'],1시간 21분
43054,오만과 편견 그리고 좀비,2.7,"8,055",['2016 ・ 액션 ・ 미국 ・ 영국'],
43055,도도하라 극장판,2.3,92,['2014 ・ 드라마 ・ 한국'],2시간 3분
43056,그녀의 전설,3.1,444,['2015 ・ 드라마 ・ 한국'],27분
43060,모던발레 채플린,4.0,25,['2013 ・ 공연실황 ・ 독일'],1시간 32분
43063,,0,0,[],
43066,위 아 더 나이트,3.2,498,['2010 ・ 로맨스 ・ 독일'],
43074,군집 본능,3.3,86,['2015 ・ 드라마 ・ 스웨덴'],1시간 49분
43075,,0,0,[],
43076,,0,0,[],
43077,,0,0,[],
43078,세상에 들어온 것처럼 세상에서 나가라,0,0,['2009 ・ 한국'],
43079,,0,0,[],
43082,폭풍을 몰고 온 여자,2.5,1,['1977 ・ 한국'],1시간 40분
43084,,0,0,[],
43087,,0,0,[],
43088,,0,0,[],
43089,,0,0,[],
43090,,0,0,[],
43091,,0,0,[],
43092,8 X 8: 어 체스 소나타 인 8 무브먼츠,3.8,5,['1957 ・ 음악 ・ 미국'],1시간 20분
43093,,0,0,[],
43094,,0,0,[],
43095,,0,0,[],
43096,새엄마와 그녀의 여동생,0,0,['2017'],
43103,미스터 고,2.7,9만,['2013 ・ 드라마 ・ 한국'],
43104,해피 뉴 이어,2.9,109,['2013 ・ 코미디 ・ 인도'],
43110,방콕의 시장에서,2.0,1,['2014 ・ 코미디 ・ 프랑스'],1시간 33분
43116,마호로역 앞 광소곡,3.2,365,['2014 ・ 코미디 ・ 일본'],2시간 4분
43118,"오 브라더, 오 시스터!",3.4,"6,232",['2014 ・ 로맨틱코미디 ・ 일본'],
43122,태극기공,2.5,1,['1978 ・ 홍콩'],
43126,,0,0,[],
43127,,0,0,[],
43128,,0,0,[],
43129,,0,0,[],
43130,,0,0,[],
43131,가고일의 시대,1.0,1,['2007 ・ 판타지 ・ 미국'],1시간 28분
43132,,0,0,[],
43133,러브 라이브! 더 스쿨 아이돌 무비,3.5,"4,554",['2015 ・ 애니메이션 ・ 일본'],
43134,,0,0,[],
43135,,0,0,[],
43140,윌리엄 텔,4.0,1,['2013 ・ 드라마 ・ 독일'],4시간 17분
43142,보이드 갱,2.4,385,['2011 ・ 드라마 ・ 캐나다'],
43145,,0,0,[],
43146,,0,0,[],
43147,,0,0,[],
43148,보위 이즈 인사이드,0,0,['2012 ・ 드라마 ・ 네덜란드'],
43149,매직 아워,2.7,146,['2012 ・ 로맨스 ・ 한국'],10분
43150,,0,0,[],
43151,,0,0,[],
43152,,0,0,[],
43153,,0,0,[],
